,req_t,depart_t,travel_t,arr_t,parking_t,lea_t,charge_label,char_t,req_interval,depart_interval,lea_interval,arr_interval,dest,waiting_time,time_label
1005,2022-02-17 11:18:43,2022-02-17 11:33:43,10,2022-02-17 11:43:43,498.78333333333336,2022-02-17 20:02:30,0,,49,50,84,51,3,5.016666666666667,2.0
1006,2022-02-17 11:18:55,2022-02-17 11:33:55,1,2022-02-17 11:34:55,1339.55,2022-02-18 09:54:28,0,,49,50,140,50,1,4.816666666666666,3.0
1007,2022-02-17 11:18:57,2022-02-17 11:33:57,37,2022-02-17 12:10:57,196.45,2022-02-17 15:27:24,0,,49,50,66,53,3,4.783333333333333,2.0
1008,2022-02-17 11:19:00,2022-02-17 11:34:00,47,2022-02-17 12:21:00,,2022-02-17 12:51:00,1,30.0,49,50,55,53,3,4.733333333333333,
1009,2022-02-17 11:19:22,2022-02-17 11:34:22,36,2022-02-17 12:10:22,241.78333333333333,2022-02-18 16:12:09,0,,49,50,165,53,1,4.366666666666666,2.0
1010,2022-02-17 11:19:47,2022-02-17 11:34:47,21,2022-02-17 11:55:47,24.98333333333333,2022-02-18 12:20:46,0,,49,50,149,52,3,3.95,0.0
1011,2022-02-17 11:20:58,2022-02-17 11:35:58,15,2022-02-17 11:50:58,1211.9833333333331,2022-02-18 08:02:57,0,,49,50,132,51,3,2.7666666666666666,3.0
1012,2022-02-17 11:21:45,2022-02-17 11:36:45,16,2022-02-17 11:52:45,202.03333333333333,2022-02-18 15:14:47,0,,49,50,161,51,3,1.9833333333333332,2.0
1013,2022-02-17 11:21:49,2022-02-17 11:36:49,26,2022-02-17 12:02:49,107.86666666666666,2022-02-18 13:50:41,0,,49,50,155,52,3,1.9166666666666667,1.0
1014,2022-02-17 11:21:50,2022-02-17 11:36:50,11,2022-02-17 11:47:50,37.05,2022-02-17 12:24:53,0,,49,50,54,51,1,1.9,0.0
1015,2022-02-17 11:22:14,2022-02-17 11:37:14,21,2022-02-17 11:58:14,4.066666666666666,2022-02-17 12:02:18,0,,49,50,52,52,2,1.5,0.0
1016,2022-02-17 11:23:22,2022-02-17 11:38:22,24,2022-02-17 12:02:22,74.66666666666667,2022-02-17 13:17:02,0,,49,50,57,52,1,0.3666666666666666,1.0
1017,2022-02-17 11:23:41,2022-02-17 11:38:41,6,2022-02-17 11:44:41,15.45,2022-02-17 12:00:08,0,,49,50,52,51,1,0.05,0.0
1018,2022-02-17 11:24:29,2022-02-17 11:39:29,42,2022-02-17 12:21:29,168.08333333333334,2022-02-17 15:09:34,0,,50,51,65,53,3,14.25,1.0
1019,2022-02-17 11:24:55,2022-02-17 11:39:55,38,2022-02-17 12:17:55,31.98333333333333,2022-02-17 12:49:54,0,,50,51,55,53,2,13.816666666666666,0.0
1020,2022-02-17 11:25:28,2022-02-17 11:40:28,16,2022-02-17 11:56:28,56.833333333333336,2022-02-17 12:53:18,0,,50,51,55,52,3,13.266666666666667,0.0
1021,2022-02-17 11:25:29,2022-02-17 11:40:29,24,2022-02-17 12:04:29,17.433333333333334,2022-02-17 12:21:55,0,,50,51,53,52,1,13.25,0.0
1022,2022-02-17 11:25:30,2022-02-17 11:40:30,40,2022-02-17 12:20:30,160.9,2022-02-17 15:01:24,0,,50,51,64,53,1,13.233333333333333,1.0
1023,2022-02-17 11:25:39,2022-02-17 11:40:39,28,2022-02-17 12:08:39,240.96666666666667,2022-02-17 16:09:37,0,,50,51,69,52,1,13.083333333333334,2.0
1024,2022-02-17 11:26:05,2022-02-17 11:41:05,27,2022-02-17 12:08:05,342.0,2022-02-17 17:50:05,0,,50,51,75,52,3,12.65,2.0
1025,2022-02-17 11:26:22,2022-02-17 11:41:22,52,2022-02-17 12:33:22,449.03333333333336,2022-02-18 20:02:24,0,,50,51,180,54,2,12.366666666666667,2.0
1026,2022-02-17 11:26:28,2022-02-17 11:41:28,22,2022-02-17 12:03:28,1370.55,2022-02-18 10:54:01,0,,50,51,144,52,1,12.266666666666667,3.0
1027,2022-02-17 11:27:00,2022-02-17 11:42:00,36,2022-02-17 12:18:00,,2022-02-17 12:51:00,1,33.0,50,51,55,53,2,11.733333333333333,
1028,2022-02-17 11:27:20,2022-02-17 11:42:20,0,2022-02-17 11:42:20,29.75,2022-02-17 12:12:05,0,,50,51,53,51,1,11.4,0.0
1029,2022-02-17 11:27:28,2022-02-17 11:42:28,9,2022-02-17 11:51:28,7.9,2022-02-17 11:59:22,0,,50,51,52,51,1,11.266666666666667,0.0
1030,2022-02-17 11:27:28,2022-02-17 11:42:28,24,2022-02-17 12:06:28,101.23333333333332,2022-02-17 13:47:42,0,,50,51,59,52,1,11.266666666666667,1.0
1031,2022-02-17 11:28:00,2022-02-17 11:43:00,3,2022-02-17 11:46:00,45.25,2022-02-17 12:31:15,0,,50,51,54,51,3,10.733333333333333,0.0
1032,2022-02-17 11:28:05,2022-02-17 11:43:05,2,2022-02-17 11:45:05,35.666666666666664,2022-02-17 12:20:45,0,,50,51,53,51,1,10.65,0.0
1033,2022-02-17 11:29:09,2022-02-17 11:44:09,19,2022-02-17 12:03:09,1116.1,2022-02-18 06:39:15,0,,50,51,127,52,1,9.583333333333334,3.0
1034,2022-02-17 11:29:10,2022-02-17 11:44:10,32,2022-02-17 12:16:10,51.86666666666667,2022-02-18 13:08:02,0,,50,51,152,53,3,9.566666666666666,0.0
1035,2022-02-17 11:29:20,2022-02-17 11:44:20,18,2022-02-17 12:02:20,460.4,2022-02-18 19:42:44,0,,50,51,179,52,3,9.4,2.0
1036,2022-02-17 11:29:31,2022-02-17 11:44:31,17,2022-02-17 12:01:31,254.86666666666667,2022-02-18 16:16:23,0,,50,51,165,52,1,9.216666666666669,2.0
1037,2022-02-17 11:29:49,2022-02-17 11:44:49,54,2022-02-17 12:38:49,319.5,2022-02-17 17:58:19,0,,50,51,76,55,3,8.916666666666666,2.0
1038,2022-02-17 11:30:09,2022-02-17 11:45:09,14,2022-02-17 11:59:09,139.05,2022-02-17 14:18:12,0,,50,51,61,52,2,8.583333333333334,1.0
1039,2022-02-17 11:30:21,2022-02-17 11:45:21,17,2022-02-17 12:02:21,163.63333333333333,2022-02-18 14:45:59,0,,50,51,159,52,3,8.383333333333333,1.0
1040,2022-02-17 11:30:45,2022-02-17 11:45:45,58,2022-02-17 12:43:45,36.833333333333336,2022-02-17 13:20:35,0,,50,51,57,55,3,7.983333333333333,0.0
1041,2022-02-17 11:30:47,2022-02-17 11:45:47,42,2022-02-17 12:27:47,34.166666666666664,2022-02-17 13:01:57,0,,50,51,56,54,1,7.95,0.0
1042,2022-02-17 11:31:08,2022-02-17 11:46:08,19,2022-02-17 12:05:08,221.11666666666667,2022-02-17 15:46:15,0,,50,51,67,52,3,7.6,2.0
1043,2022-02-17 11:31:48,2022-02-17 11:46:48,25,2022-02-17 12:11:48,101.21666666666668,2022-02-17 13:53:01,0,,50,51,59,53,3,6.933333333333334,1.0
1044,2022-02-17 11:32:22,2022-02-17 11:47:22,15,2022-02-17 12:02:22,82.18333333333334,2022-02-17 13:24:33,0,,50,51,58,52,1,6.366666666666666,1.0
1045,2022-02-17 11:32:53,2022-02-17 11:47:53,17,2022-02-17 12:04:53,1404.3833333333334,2022-02-18 11:29:16,0,,50,51,146,52,2,5.85,3.0
1046,2022-02-17 11:34:19,2022-02-17 11:49:19,27,2022-02-17 12:16:19,95.81666666666666,2022-02-17 13:52:08,0,,50,51,59,53,2,4.416666666666667,1.0
1047,2022-02-17 11:34:34,2022-02-17 11:49:34,46,2022-02-17 12:35:34,319.3333333333333,2022-02-18 17:54:54,0,,50,51,172,54,1,4.166666666666667,2.0
1048,2022-02-17 11:34:52,2022-02-17 11:49:52,58,2022-02-17 12:47:52,1367.3666666666666,2022-02-18 11:35:14,0,,50,51,146,55,3,3.8666666666666663,3.0
1049,2022-02-17 11:34:54,2022-02-17 11:49:54,1,2022-02-17 11:50:54,9.033333333333331,2022-02-17 11:59:56,0,,50,51,52,51,1,3.8333333333333335,0.0
1050,2022-02-17 11:34:58,2022-02-17 11:49:58,26,2022-02-17 12:15:58,645.1333333333333,2022-02-17 23:01:06,0,,50,51,96,53,2,3.7666666666666666,3.0
1051,2022-02-17 11:35:09,2022-02-17 11:50:09,36,2022-02-17 12:26:09,1349.9666666666667,2022-02-18 10:56:07,0,,50,51,144,54,2,3.583333333333333,3.0
1052,2022-02-17 11:35:42,2022-02-17 11:50:42,18,2022-02-17 12:08:42,55.85,2022-02-17 13:04:33,0,,50,51,56,52,2,3.033333333333333,0.0
1053,2022-02-17 11:36:09,2022-02-17 11:51:09,50,2022-02-17 12:41:09,150.78333333333333,2022-02-18 15:11:56,0,,50,51,161,55,2,2.583333333333333,1.0
1054,2022-02-17 11:36:16,2022-02-17 11:51:16,5,2022-02-17 11:56:16,53.28333333333333,2022-02-17 12:49:33,0,,50,51,55,52,3,2.466666666666667,0.0
1055,2022-02-17 11:36:18,2022-02-17 11:51:18,27,2022-02-17 12:18:18,93.33333333333331,2022-02-17 13:51:38,0,,50,51,59,53,1,2.433333333333333,1.0
1056,2022-02-17 11:36:29,2022-02-17 11:51:29,28,2022-02-17 12:19:29,89.83333333333333,2022-02-17 13:49:19,0,,50,51,59,53,1,2.25,1.0
1057,2022-02-17 11:36:45,2022-02-17 11:51:45,21,2022-02-17 12:12:45,72.38333333333334,2022-02-18 13:25:08,0,,50,51,154,53,3,1.9833333333333332,1.0
1058,2022-02-17 11:37:04,2022-02-17 11:52:04,40,2022-02-17 12:32:04,97.88333333333334,2022-02-18 14:09:57,0,,50,51,157,54,2,1.6666666666666667,1.0
1059,2022-02-17 11:38:25,2022-02-17 11:53:25,5,2022-02-17 11:58:25,147.91666666666666,2022-02-17 14:26:20,0,,50,51,62,52,2,0.3166666666666666,1.0
1060,2022-02-17 11:38:34,2022-02-17 11:53:34,22,2022-02-17 12:15:34,317.56666666666666,2022-02-18 17:33:08,0,,50,51,170,53,2,0.1666666666666666,2.0
1061,2022-02-17 11:38:34,2022-02-17 11:53:34,40,2022-02-17 12:33:34,221.5,2022-02-17 16:15:04,0,,50,51,69,54,2,0.1666666666666666,2.0
1062,2022-02-17 11:39:04,2022-02-17 11:54:04,16,2022-02-17 12:10:04,73.8,2022-02-18 13:23:52,0,,51,52,154,53,1,14.666666666666666,1.0
1063,2022-02-17 11:39:28,2022-02-17 11:54:28,58,2022-02-17 12:52:28,150.4,2022-02-18 15:22:52,0,,51,52,161,55,1,14.266666666666667,1.0
1064,2022-02-17 11:39:30,2022-02-17 11:54:30,67,2022-02-17 13:01:30,373.35,2022-02-18 19:14:51,0,,51,52,177,56,3,14.233333333333333,2.0
1065,2022-02-17 11:40:15,2022-02-17 11:55:15,40,2022-02-17 12:35:15,236.81666666666663,2022-02-17 16:32:04,0,,51,52,70,54,2,13.483333333333333,2.0
1066,2022-02-17 11:40:55,2022-02-17 11:55:55,38,2022-02-17 12:33:55,1425.5333333333333,2022-02-18 12:19:27,0,,51,52,149,54,1,12.816666666666666,3.0
1067,2022-02-17 11:41:04,2022-02-17 11:56:04,85,2022-02-17 13:21:04,13.1,2022-02-18 13:34:10,0,,51,52,154,57,3,12.666666666666666,0.0
1068,2022-02-17 11:41:07,2022-02-17 11:56:07,23,2022-02-17 12:19:07,1254.0166666666669,2022-02-18 09:13:08,0,,51,52,137,53,2,12.616666666666667,3.0
1069,2022-02-17 11:42:35,2022-02-17 11:57:35,29,2022-02-17 12:26:35,44.083333333333336,2022-02-17 13:10:40,0,,51,52,57,54,1,11.15,0.0
1070,2022-02-17 11:43:14,2022-02-17 11:58:14,27,2022-02-17 12:25:14,627.6166666666667,2022-02-17 22:52:51,0,,51,52,95,54,3,10.5,3.0
1071,2022-02-17 11:43:39,2022-02-17 11:58:39,18,2022-02-17 12:16:39,239.81666666666663,2022-02-18 16:16:28,0,,51,52,165,53,3,10.083333333333334,2.0
1072,2022-02-17 11:43:46,2022-02-17 11:58:46,55,2022-02-17 12:53:46,16.983333333333334,2022-02-17 13:10:45,0,,51,52,57,56,1,9.966666666666669,0.0
1073,2022-02-17 11:44:00,2022-02-17 11:59:00,36,2022-02-17 12:35:00,,2022-02-17 13:11:00,1,36.0,51,52,57,54,2,9.733333333333333,
1074,2022-02-17 11:45:45,2022-02-17 12:00:45,18,2022-02-17 12:18:45,230.96666666666667,2022-02-17 16:09:43,0,,51,52,69,53,1,7.983333333333333,2.0
1075,2022-02-17 11:46:30,2022-02-17 12:01:30,29,2022-02-17 12:30:30,361.01666666666665,2022-02-17 18:31:31,0,,51,52,78,54,1,7.233333333333333,2.0
1076,2022-02-17 11:46:34,2022-02-17 12:01:34,10,2022-02-17 12:11:34,1409.9333333333334,2022-02-18 11:41:30,0,,51,52,147,53,1,7.166666666666667,3.0
1077,2022-02-17 11:46:35,2022-02-17 12:01:35,39,2022-02-17 12:40:35,12.5,2022-02-18 12:53:05,0,,51,52,151,55,3,7.15,0.0
1078,2022-02-17 11:47:00,2022-02-17 12:02:00,26,2022-02-17 12:28:00,1189.9666666666667,2022-02-18 08:17:58,0,,51,52,133,54,2,6.733333333333333,3.0
1079,2022-02-17 11:47:53,2022-02-17 12:02:53,15,2022-02-17 12:17:53,6.633333333333334,2022-02-17 12:24:31,0,,51,52,54,53,1,5.85,0.0
1080,2022-02-17 11:48:04,2022-02-17 12:03:04,55,2022-02-17 12:58:04,1202.4,2022-02-18 09:00:28,0,,51,52,136,56,2,5.666666666666667,3.0
1081,2022-02-17 11:48:55,2022-02-17 12:03:55,36,2022-02-17 12:39:55,49.13333333333333,2022-02-17 13:29:03,0,,51,52,58,55,2,4.816666666666666,0.0
1082,2022-02-17 11:49:16,2022-02-17 12:04:16,32,2022-02-17 12:36:16,449.35,2022-02-18 20:05:37,0,,51,52,180,54,2,4.466666666666667,2.0
1083,2022-02-17 11:49:25,2022-02-17 12:04:25,15,2022-02-17 12:19:25,671.3333333333334,2022-02-17 23:30:45,0,,51,52,98,53,1,4.316666666666666,3.0
1084,2022-02-17 11:49:47,2022-02-17 12:04:47,11,2022-02-17 12:15:47,1232.6833333333334,2022-02-18 08:48:28,0,,51,52,135,53,2,3.95,3.0
1085,2022-02-17 11:50:27,2022-02-17 12:05:27,22,2022-02-17 12:27:27,1428.35,2022-02-18 12:15:48,0,,51,52,149,54,3,3.283333333333333,3.0
1086,2022-02-17 11:50:46,2022-02-17 12:05:46,37,2022-02-17 12:42:46,227.65,2022-02-17 16:30:25,0,,51,52,70,55,2,2.966666666666667,2.0
1087,2022-02-17 11:51:18,2022-02-17 12:06:18,29,2022-02-17 12:35:18,33.416666666666664,2022-02-17 13:08:43,0,,51,52,56,54,3,2.433333333333333,0.0
1088,2022-02-17 11:51:21,2022-02-17 12:06:21,19,2022-02-17 12:25:21,133.71666666666667,2022-02-17 14:39:04,0,,51,52,63,54,3,2.3833333333333333,1.0
1089,2022-02-17 11:51:31,2022-02-17 12:06:31,30,2022-02-17 12:36:31,231.05,2022-02-17 16:27:34,0,,51,52,70,54,2,2.216666666666667,2.0
1090,2022-02-17 11:51:53,2022-02-17 12:06:53,60,2022-02-17 13:06:53,37.21666666666667,2022-02-17 13:44:06,0,,51,52,59,56,1,1.85,0.0
1091,2022-02-17 11:52:05,2022-02-17 12:07:05,39,2022-02-17 12:46:05,111.55,2022-02-17 14:37:38,0,,51,52,62,55,1,1.65,1.0
1092,2022-02-17 11:52:13,2022-02-17 12:07:13,55,2022-02-17 13:02:13,8.666666666666666,2022-02-17 13:10:53,0,,51,52,57,56,2,1.5166666666666666,0.0
1093,2022-02-17 11:52:23,2022-02-17 12:07:23,16,2022-02-17 12:23:23,471.0,2022-02-18 20:14:23,0,,51,52,181,53,2,1.35,2.0
1094,2022-02-17 11:52:39,2022-02-17 12:07:39,23,2022-02-17 12:30:39,49.11666666666667,2022-02-17 13:19:46,0,,51,52,57,54,1,1.0833333333333333,0.0
1095,2022-02-17 11:53:29,2022-02-17 12:08:29,78,2022-02-17 13:26:29,3.3,2022-02-18 13:29:47,0,,51,52,154,58,1,0.25,0.0
1096,2022-02-17 11:53:31,2022-02-17 12:08:31,8,2022-02-17 12:16:31,3.4,2022-02-17 12:19:55,0,,51,52,53,53,3,0.2166666666666666,0.0
1097,2022-02-17 11:54:26,2022-02-17 12:09:26,48,2022-02-17 12:57:26,294.8666666666667,2022-02-17 17:52:18,0,,52,53,75,56,2,14.3,2.0
1098,2022-02-17 11:54:35,2022-02-17 12:09:35,15,2022-02-17 12:24:35,153.9,2022-02-17 14:58:29,0,,52,53,64,54,3,14.15,1.0
1099,2022-02-17 11:54:35,2022-02-17 12:09:35,21,2022-02-17 12:30:35,1401.2,2022-02-18 11:51:47,0,,52,53,147,54,2,14.15,3.0
1100,2022-02-17 11:54:55,2022-02-17 12:09:55,48,2022-02-17 12:57:55,182.2,2022-02-17 16:00:07,0,,52,53,68,56,1,13.816666666666666,2.0
1101,2022-02-17 11:55:00,2022-02-17 12:10:00,18,2022-02-17 12:28:00,,2022-02-17 13:04:00,1,36.0,52,53,56,54,1,13.733333333333333,
1102,2022-02-17 11:55:47,2022-02-17 12:10:47,23,2022-02-17 12:33:47,91.16666666666669,2022-02-18 14:04:57,0,,52,53,156,54,3,12.95,1.0
1103,2022-02-17 11:57:00,2022-02-17 12:12:00,49,2022-02-17 13:01:00,33.25,2022-02-18 13:34:15,0,,52,53,154,56,2,11.733333333333333,0.0
1104,2022-02-17 11:57:00,2022-02-17 12:12:00,18,2022-02-17 12:30:00,,2022-02-17 13:04:00,1,34.0,52,53,56,54,1,11.733333333333333,
1105,2022-02-17 11:57:44,2022-02-17 12:12:44,53,2022-02-17 13:05:44,154.38333333333333,2022-02-18 15:40:07,0,,52,53,163,56,1,11.0,1.0
1106,2022-02-17 11:58:15,2022-02-17 12:13:15,17,2022-02-17 12:30:15,71.38333333333334,2022-02-17 13:41:38,0,,52,53,59,54,2,10.483333333333333,1.0
1107,2022-02-17 11:58:21,2022-02-17 12:13:21,21,2022-02-17 12:34:21,227.26666666666668,2022-02-18 16:21:37,0,,52,53,165,54,2,10.383333333333333,2.0
1108,2022-02-17 12:00:00,2022-02-17 12:15:00,0,2022-02-17 12:15:00,174.61666666666667,2022-02-17 15:09:37,0,,52,53,65,53,2,8.733333333333333,1.0
1109,2022-02-17 12:00:33,2022-02-17 12:15:33,26,2022-02-17 12:41:33,328.7333333333333,2022-02-18 18:10:17,0,,52,53,173,55,2,8.183333333333334,2.0
1110,2022-02-17 12:01:05,2022-02-17 12:16:05,23,2022-02-17 12:39:05,80.38333333333334,2022-02-17 13:59:28,0,,52,53,60,55,1,7.65,1.0
1111,2022-02-17 12:01:11,2022-02-17 12:16:11,18,2022-02-17 12:34:11,252.6833333333333,2022-02-18 16:46:52,0,,52,53,167,54,1,7.55,2.0
1112,2022-02-17 12:02:26,2022-02-17 12:17:26,17,2022-02-17 12:34:26,274.15,2022-02-17 17:08:35,0,,52,53,72,54,2,6.3,2.0
1113,2022-02-17 12:02:34,2022-02-17 12:17:34,18,2022-02-17 12:35:34,441.78333333333336,2022-02-17 19:57:21,0,,52,53,84,54,3,6.166666666666667,2.0
1114,2022-02-17 12:03:00,2022-02-17 12:18:00,26,2022-02-17 12:44:00,198.21666666666667,2022-02-17 16:02:13,0,,52,53,68,55,1,5.733333333333333,2.0
1115,2022-02-17 12:03:13,2022-02-17 12:18:13,17,2022-02-17 12:35:13,55.06666666666667,2022-02-17 13:30:17,0,,52,53,58,54,3,5.516666666666667,0.0
1116,2022-02-17 12:03:28,2022-02-17 12:18:28,20,2022-02-17 12:38:28,318.1666666666667,2022-02-17 17:56:38,0,,52,53,76,54,3,5.266666666666667,2.0
1117,2022-02-17 12:03:36,2022-02-17 12:18:36,25,2022-02-17 12:43:36,73.51666666666667,2022-02-17 13:57:07,0,,52,53,60,55,2,5.133333333333334,1.0
1118,2022-02-17 12:04:00,2022-02-17 12:19:00,23,2022-02-17 12:42:00,,2022-02-17 13:22:00,1,40.0,52,53,57,55,1,4.733333333333333,
1119,2022-02-17 12:04:08,2022-02-17 12:19:08,21,2022-02-17 12:40:08,272.06666666666666,2022-02-17 17:12:12,0,,52,53,73,55,3,4.6,2.0
1120,2022-02-17 12:04:14,2022-02-17 12:19:14,47,2022-02-17 13:06:14,210.03333333333333,2022-02-17 16:36:16,0,,52,53,70,56,3,4.5,2.0
1121,2022-02-17 12:04:48,2022-02-17 12:19:48,22,2022-02-17 12:41:48,204.25,2022-02-18 16:06:03,0,,52,53,164,55,3,3.933333333333333,2.0
1122,2022-02-17 12:04:52,2022-02-17 12:19:52,35,2022-02-17 12:54:52,87.05,2022-02-18 14:21:55,0,,52,53,157,56,3,3.8666666666666663,1.0
1123,2022-02-17 12:05:22,2022-02-17 12:20:22,16,2022-02-17 12:36:22,228.25,2022-02-17 16:24:37,0,,52,53,70,54,1,3.3666666666666667,2.0
1124,2022-02-17 12:05:29,2022-02-17 12:20:29,80,2022-02-17 13:40:29,1274.85,2022-02-18 10:55:20,0,,52,53,144,59,3,3.25,3.0
1125,2022-02-17 12:06:06,2022-02-17 12:21:06,10,2022-02-17 12:31:06,374.9,2022-02-17 18:46:00,0,,52,53,79,54,3,2.6333333333333333,2.0
1126,2022-02-17 12:06:11,2022-02-17 12:21:11,10,2022-02-17 12:31:11,517.8166666666667,2022-02-17 21:09:00,0,,52,53,89,54,1,2.55,2.0
1127,2022-02-17 12:06:32,2022-02-17 12:21:32,56,2022-02-17 13:17:32,419.01666666666665,2022-02-17 20:16:33,0,,52,53,85,57,2,2.2,2.0
1128,2022-02-17 12:07:08,2022-02-17 12:22:08,51,2022-02-17 13:13:08,1274.85,2022-02-18 10:27:59,0,,52,53,142,57,3,1.6,3.0
1129,2022-02-17 12:07:13,2022-02-17 12:22:13,18,2022-02-17 12:40:13,354.7333333333333,2022-02-17 18:34:57,0,,52,53,78,55,2,1.5166666666666666,2.0
1130,2022-02-17 12:10:48,2022-02-17 12:25:48,30,2022-02-17 12:55:48,290.76666666666665,2022-02-18 17:46:34,0,,53,54,171,56,2,12.933333333333334,2.0
1131,2022-02-17 12:11:39,2022-02-17 12:26:39,7,2022-02-17 12:33:39,294.71666666666664,2022-02-18 17:28:22,0,,53,54,170,54,1,12.083333333333334,2.0
1132,2022-02-17 12:11:59,2022-02-17 12:26:59,47,2022-02-17 13:13:59,12.233333333333333,2022-02-17 13:26:13,0,,53,54,58,57,1,11.75,0.0
1133,2022-02-17 12:13:03,2022-02-17 12:28:03,67,2022-02-17 13:35:03,49.55,2022-02-17 14:24:36,0,,53,54,62,58,2,10.683333333333334,0.0
1134,2022-02-17 12:13:41,2022-02-17 12:28:41,69,2022-02-17 13:37:41,120.23333333333332,2022-02-17 15:37:55,0,,53,54,66,58,1,10.05,1.0
1135,2022-02-17 12:13:51,2022-02-17 12:28:51,72,2022-02-17 13:40:51,352.03333333333336,2022-02-18 19:32:53,0,,53,54,178,59,1,9.883333333333333,2.0
1136,2022-02-17 12:15:43,2022-02-17 12:30:43,12,2022-02-17 12:42:43,22.633333333333333,2022-02-17 13:05:21,0,,53,54,56,55,1,8.016666666666667,0.0
1137,2022-02-17 12:16:09,2022-02-17 12:31:09,20,2022-02-17 12:51:09,259.4,2022-02-17 17:10:33,0,,53,54,73,55,2,7.583333333333333,2.0
1138,2022-02-17 12:16:33,2022-02-17 12:31:33,20,2022-02-17 12:51:33,145.85,2022-02-17 15:17:24,0,,53,54,65,55,1,7.183333333333334,1.0
1139,2022-02-17 12:16:46,2022-02-17 12:31:46,25,2022-02-17 12:56:46,7.65,2022-02-17 13:04:25,0,,53,54,56,56,3,6.966666666666667,0.0
1140,2022-02-17 12:17:05,2022-02-17 12:32:05,16,2022-02-17 12:48:05,112.11666666666666,2022-02-17 14:40:12,0,,53,54,63,55,1,6.65,1.0
1141,2022-02-17 12:17:36,2022-02-17 12:32:36,57,2022-02-17 13:29:36,1148.3833333333334,2022-02-18 08:37:59,0,,53,54,134,58,1,6.133333333333334,3.0
1142,2022-02-17 12:18:44,2022-02-17 12:33:44,13,2022-02-17 12:46:44,274.35,2022-02-17 17:21:05,0,,53,54,73,55,1,5.0,2.0
1143,2022-02-17 12:18:51,2022-02-17 12:33:51,35,2022-02-17 13:08:51,32.45,2022-02-17 13:41:18,0,,53,54,59,57,1,4.883333333333334,0.0
1144,2022-02-17 12:20:47,2022-02-17 12:35:47,12,2022-02-17 12:47:47,80.98333333333333,2022-02-18 14:08:46,0,,53,54,157,55,3,2.95,1.0
1145,2022-02-17 12:21:01,2022-02-17 12:36:01,17,2022-02-17 12:53:01,1239.2833333333333,2022-02-18 09:32:18,0,,53,54,138,55,3,2.716666666666667,3.0
1146,2022-02-17 12:21:04,2022-02-17 12:36:04,22,2022-02-17 12:58:04,379.4,2022-02-17 19:17:28,0,,53,54,81,56,3,2.6666666666666665,2.0
1147,2022-02-17 12:23:46,2022-02-17 12:38:46,10,2022-02-17 12:48:46,499.7,2022-02-17 21:08:28,0,,54,55,88,55,3,14.966666666666669,2.0
1148,2022-02-17 12:24:28,2022-02-17 12:39:28,41,2022-02-17 13:20:28,272.15,2022-02-18 17:52:37,0,,54,55,171,57,3,14.266666666666667,2.0
1149,2022-02-17 12:24:31,2022-02-17 12:39:31,26,2022-02-17 13:05:31,40.2,2022-02-17 13:45:43,0,,54,55,59,56,2,14.216666666666669,0.0
1150,2022-02-17 12:24:39,2022-02-17 12:39:39,14,2022-02-17 12:53:39,15.9,2022-02-17 13:09:33,0,,54,55,57,55,2,14.083333333333334,0.0
1151,2022-02-17 12:24:47,2022-02-17 12:39:47,28,2022-02-17 13:07:47,231.38333333333333,2022-02-18 16:59:10,0,,54,55,168,56,2,13.95,2.0
1152,2022-02-17 12:24:51,2022-02-17 12:39:51,18,2022-02-17 12:57:51,120.95,2022-02-17 14:58:48,0,,54,55,64,56,1,13.883333333333333,1.0
1153,2022-02-17 12:24:52,2022-02-17 12:39:52,22,2022-02-17 13:01:52,270.3,2022-02-17 17:32:10,0,,54,55,74,56,2,13.866666666666667,2.0
1154,2022-02-17 12:25:12,2022-02-17 12:40:12,101,2022-02-17 14:21:12,4.566666666666666,2022-02-17 14:25:46,0,,54,55,62,61,3,13.533333333333331,0.0
1155,2022-02-17 12:25:25,2022-02-17 12:40:25,47,2022-02-17 13:27:25,3.1333333333333333,2022-02-17 13:30:33,0,,54,55,58,58,2,13.316666666666666,0.0
1156,2022-02-17 12:26:39,2022-02-17 12:41:39,56,2022-02-17 13:37:39,225.76666666666668,2022-02-17 17:23:25,0,,54,55,73,58,3,12.083333333333334,2.0
1157,2022-02-17 12:27:29,2022-02-17 12:42:29,18,2022-02-17 13:00:29,270.71666666666664,2022-02-17 17:31:12,0,,54,55,74,56,3,11.25,2.0
1158,2022-02-17 12:27:55,2022-02-17 12:42:55,27,2022-02-17 13:09:55,309.46666666666664,2022-02-17 18:19:23,0,,54,55,77,57,3,10.816666666666666,2.0
1159,2022-02-17 12:28:17,2022-02-17 12:43:17,15,2022-02-17 12:58:17,39.23333333333333,2022-02-17 13:37:31,0,,54,55,58,56,3,10.45,0.0
1160,2022-02-17 12:28:55,2022-02-17 12:43:55,39,2022-02-17 13:22:55,1343.3333333333333,2022-02-18 11:46:15,0,,54,55,147,57,2,9.816666666666666,3.0
1161,2022-02-17 12:28:59,2022-02-17 12:43:59,27,2022-02-17 13:10:59,1287.4333333333334,2022-02-18 10:38:25,0,,54,55,142,57,1,9.75,3.0
1162,2022-02-17 12:29:17,2022-02-17 12:44:17,27,2022-02-17 13:11:17,7.15,2022-02-17 13:18:26,0,,54,55,57,57,2,9.45,0.0
1163,2022-02-17 12:30:05,2022-02-17 12:45:05,10,2022-02-17 12:55:05,1249.6166666666666,2022-02-18 09:44:42,0,,54,55,139,56,2,8.65,3.0
